,Tweet
11,มหกรรม #คดีทุจริต #คดียาเสพติด #คดีสื่อเกี่ยวพันการเมือง #ผังททบ5 #คดีรุกป่า #บ่อนพนัน #กกตบัตรเขย่ง #สำนักพุทธ #ทัวร์ปลอม #ทหารกราดยิง #ทหารหื่น #คดีชนคนตาย #แตงโม #งบลับ #ไฟฟ้าแพง ไฟราคะร้อน #นายกเถื่อน #เมียสว #คดีกามปริญญ์ #ถุงมือยาง #โรงพักร้าง พ่อข่มขืนลูกแท้ ลูกฆ่าพ่อแม่ 
12,มหกรรม #คดีทุจริต #คดียาเสพติด #คดีสื่อเกี่ยวพันการเมือง #ผังททบ5 #คดีรุกป่า #บ่อนพนัน #กกตบัตรเขย่ง #สำนักพุทธ #ทัวร์ปลอม #ทหารกราดยิง #ทหารหื่น #คดีชนคนตาย #แตงโม #งบลับ #ไฟฟ้าแพง ไฟราคะร้อน #นายกเถื่อน #เมียสว #คดีกามปริญญ์ #ถุงมือยาง #โรงพักร้าง พ่อข่มขืนลูกแท้ ลูกฆ่าพ่อแม่ 
13,มหกรรม #คดีทุจริต #คดียาเสพติด #คดีสื่อเกี่ยวพันการเมือง #ผังททบ5 #คดีรุกป่า #บ่อนพนัน #กกตบัตรเขย่ง #สำนักพุทธ #ทัวร์ปลอม #ทหารกราดยิง #ทหารหื่น #คดีชนคนตาย #แตงโม #งบลับ #ไฟฟ้าแพง ไฟราคะร้อน #นายกเถื่อน #เมียสว #คดีกามปริญญ์ #ถุงมือยาง #โรงพักร้าง พ่อข่มขืนลูกแท้ ลูกฆ่าพ่อแม่ 
14,มหกรรม #คดีทุจริต #คดียาเสพติด #คดีสื่อเกี่ยวพันการเมือง #ผังททบ5 #คดีรุกป่า #บ่อนพนัน #กกตบัตรเขย่ง #สำนักพุทธ #ทัวร์ปลอม #ทหารกราดยิง #ทหารหื่น #คดีชนคนตาย #แตงโม #งบลับ #ไฟฟ้าแพง ไฟราคะร้อน #นายกเถื่อน #เมียสว #คดีกามปริญญ์ #ถุงมือยาง #โรงพักร้าง พ่อข่มขืนลูกแท้ ลูกฆ่าพ่อแม่ 
15,"ตำแหน่ง
นายกรัฐมนตรี
มีตำแหน่งเดียว
เลือกคนปกติปกครองคน

ขี้อยาก
ขี้ปล้น
ขี้หลง
ขี้ข้า
ขี้เลีย
ขี้ปลอม
ขี้เท็จ
ขี้ตู่
ขี้เกียจ
ขี้ลอก
ให้อะไรสังคม “ขี้”⁉
ได้จิตใจต่ำคนปกครอง
#8ปีประยุทธ์ #น้ำท่วม #ค่าไฟแพง #เมียสว #ทหารหื่น #Forex3D #โหนกระแส #กัญชาเสรี "
16,มหกรรม #คดีทุจริต #คดียาเสพติด #คดีสื่อเกี่ยวพันการเมือง #ผังททบ5 #คดีรุกป่า #บ่อนพนัน #กกตบัตรเขย่ง #สำนักพุทธ #ทัวร์ปลอม #ทหารกราดยิง #ทหารหื่น #คดีชนคนตาย #แตงโม #งบลับ #ไฟฟ้าแพง ไฟราคะร้อน #นายกเถื่อน #เมียสว #คดีกามปริญญ์ #ถุงมือยาง #โรงพักร้าง พ่อข่มขืนลูกแท้ ลูกฆ่าพ่อแม่ 
17,"ตามหาผู้ชาย ค.ใหญ่ ค.ทำ 54-56 สนใจทักมาได้คะคัดพิเศษ ขอคนละ 1 รีทวิต นะ 
#นัดเย็ดหัวหิน #fwb #เด็กขี้เงี่ยน #ทหารหื่น"
18,มหกรรม #คดีทุจริต #คดียาเสพติด #คดีสื่อเกี่ยวพันการเมือง #ผังททบ5 #คดีรุกป่า #บ่อนพนัน #กกตบัตรเขย่ง #สำนักพุทธ #ทัวร์ปลอม #ทหารกราดยิง #ทหารหื่น #คดีชนคนตาย #แตงโม #งบลับ #ไฟฟ้าแพง ไฟราคะร้อน #นายกเถื่อน #เมียสว #คดีกามปริญญ์ #ถุงมือยาง #โรงพักร้าง พ่อข่มขืนลูกแท้ ลูกฆ่าพ่อแม่ 
19,มหกรรม #คดีทุจริต #คดียาเสพติด #คดีสื่อเกี่ยวพันการเมือง #ผังททบ5 #คดีรุกป่า #บ่อนพนัน #กกตบัตรเขย่ง #สำนักพุทธ #ทัวร์ปลอม #ทหารกราดยิง #ทหารหื่น #คดีชนคนตาย #แตงโม #งบลับ #ไฟฟ้าแพง ไฟราคะร้อน #นายกเถื่อน #เมียสว #คดีกามปริญญ์ #ถุงมือยาง #โรงพักร้าง พ่อข่มขืนลูกแท้ ลูกฆ่าพ่อแม่ 
20,มหกรรม #คดีทุจริต #คดียาเสพติด #คดีสื่อเกี่ยวพันการเมือง #ผังททบ5 #คดีรุกป่า #บ่อนพนัน #กกตบัตรเขย่ง #สำนักพุทธ #ทัวร์ปลอม #ทหารกราดยิง #ทหารหื่น #คดีชนคนตาย #แตงโม #งบลับ #ไฟฟ้าแพง ไฟราคะร้อน #นายกเถื่อน #เมียสว #คดีกามปริญญ์ #ถุงมือยาง #โรงพักร้าง พ่อข่มขืนลูกแท้ ลูกฆ่าพ่อแม่ 
21,"ตำแหน่ง
นายกรัฐมนตรี
มีตำแหน่งเดียว
เลือกคนปกติปกครองคน

ขี้อยาก
ขี้ปล้น
ขี้หลง
ขี้ข้า
ขี้เลีย
ขี้ปลอม
ขี้เท็จ
ขี้ตู่
ขี้เกียจ
ขี้ลอก
ให้อะไรสังคม “ขี้”⁉
ได้จิตใจต่ำคนปกครอง
#8ปีประยุทธ์ #น้ำท่วม #ค่าไฟแพง #เมียสว #ทหารหื่น #Forex3D #โหนกระแส #กัญชาเสรี "
22,มหกรรม #คดีทุจริต #คดียาเสพติด #คดีสื่อเกี่ยวพันการเมือง #ผังททบ5 #คดีรุกป่า #บ่อนพนัน #กกตบัตรเขย่ง #สำนักพุทธ #ทัวร์ปลอม #ทหารกราดยิง #ทหารหื่น #คดีชนคนตาย #แตงโม #งบลับ #ไฟฟ้าแพง ไฟราคะร้อน #นายกเถื่อน #เมียสว #คดีกามปริญญ์ #ถุงมือยาง #โรงพักร้าง พ่อข่มขืนลูกแท้ ลูกฆ่าพ่อแม่ 
23,มหกรรม #คดีทุจริต #คดียาเสพติด #คดีสื่อเกี่ยวพันการเมือง #ผังททบ5 #คดีรุกป่า #บ่อนพนัน #กกตบัตรเขย่ง #สำนักพุทธ #ทัวร์ปลอม #ทหารกราดยิง #ทหารหื่น #คดีชนคนตาย #แตงโม #งบลับ #ไฟฟ้าแพง ไฟราคะร้อน #นายกเถื่อน #เมียสว #คดีกามปริญญ์ #ถุงมือยาง #โรงพักร้าง พ่อข่มขืนลูกแท้ ลูกฆ่าพ่อแม่ 
24,มหกรรม #คดีทุจริต #คดียาเสพติด #คดีสื่อเกี่ยวพันการเมือง #ผังททบ5 #คดีรุกป่า #บ่อนพนัน #กกตบัตรเขย่ง #สำนักพุทธ #ทัวร์ปลอม #ทหารกราดยิง #ทหารหื่น #คดีชนคนตาย #แตงโม #งบลับ #ไฟฟ้าแพง ไฟราคะร้อน #นายกเถื่อน #เมียสว #คดีกามปริญญ์ #ถุงมือยาง #โรงพักร้าง พ่อข่มขืนลูกแท้ ลูกฆ่าพ่อแม่ 
25,"ตำแหน่ง
นายกรัฐมนตรี
มีตำแหน่งเดียว
เลือกคนปกติปกครองคน

ขี้อยาก
ขี้ปล้น
ขี้หลง
ขี้ข้า
ขี้เลีย
ขี้ปลอม
ขี้เท็จ
ขี้ตู่
ขี้เกียจ
ขี้ลอก
ให้อะไรสังคม “ขี้”⁉
ได้จิตใจต่ำคนปกครอง
#8ปีประยุทธ์ #น้ำท่วม #ค่าไฟแพง #เมียสว #ทหารหื่น #Forex3D #โหนกระแส #กัญชาเสรี "
26,มหกรรม #คดีทุจริต #คดียาเสพติด #คดีสื่อเกี่ยวพันการเมือง #ผังททบ5 #คดีรุกป่า #บ่อนพนัน #กกตบัตรเขย่ง #สำนักพุทธ #ทัวร์ปลอม #ทหารกราดยิง #ทหารหื่น #คดีชนคนตาย #แตงโม #งบลับ #ไฟฟ้าแพง ไฟราคะร้อน #นายกเถื่อน #เมียสว #คดีกามปริญญ์ #ถุงมือยาง #โรงพักร้าง พ่อข่มขืนลูกแท้ ลูกฆ่าพ่อแม่ 
27,มหกรรม #คดีทุจริต #คดียาเสพติด #คดีสื่อเกี่ยวพันการเมือง #ผังททบ5 #คดีรุกป่า #บ่อนพนัน #กกตบัตรเขย่ง #สำนักพุทธ #ทัวร์ปลอม #ทหารกราดยิง #ทหารหื่น #คดีชนคนตาย #แตงโม #งบลับ #ไฟฟ้าแพง ไฟราคะร้อน #นายกเถื่อน #เมียสว #คดีกามปริญญ์ #ถุงมือยาง #โรงพักร้าง พ่อข่มขืนลูกแท้ ลูกฆ่าพ่อแม่ 
28,มหกรรม #คดีทุจริต #คดียาเสพติด #คดีสื่อเกี่ยวพันการเมือง #ผังททบ5 #คดีรุกป่า #บ่อนพนัน #กกตบัตรเขย่ง #สำนักพุทธ #ทัวร์ปลอม #ทหารกราดยิง #ทหารหื่น #คดีชนคนตาย #แตงโม #งบลับ #ไฟฟ้าแพง ไฟราคะร้อน #นายกเถื่อน #เมียสว #คดีกามปริญญ์ #ถุงมือยาง #โรงพักร้าง พ่อข่มขืนลูกแท้ ลูกฆ่าพ่อแม่ 
29,ทหารหื่นสับสาวฝรั่งส่งยาบ้าข้ามชายแดน กับแก้ผ้าคนตัวแล้วรุมโทรมกลางแจ้ง 
30,มหกรรม #คดีทุจริต #คดียาเสพติด #คดีสื่อเกี่ยวพันการเมือง #ผังททบ5 #คดีรุกป่า #บ่อนพนัน #กกตบัตรเขย่ง #สำนักพุทธ #ทัวร์ปลอม #ทหารกราดยิง #ทหารหื่น #คดีชนคนตาย #แตงโม #งบลับ #ไฟฟ้าแพง ไฟราคะร้อน #นายกเถื่อน #เมียสว #คดีกามปริญญ์ #ถุงมือยาง #โรงพักร้าง พ่อข่มขืนลูก ลูกฆ่าพ่อแม่ #กยศ 
31,มหกรรม #คดีทุจริต #คดียาเสพติด #คดีสื่อเกี่ยวพันการเมือง #ผังททบ5 #คดีรุกป่า #บ่อนพนัน #กกตบัตรเขย่ง #สำนักพุทธ #ทัวร์ปลอม #ทหารกราดยิง #ทหารหื่น #คดีชนคนตาย #แตงโม #งบลับ #ไฟฟ้าแพง ไฟราคะร้อน #นายกเถื่อน #เมียสว #คดีกามปริญญ์ #ถุงมือยาง #โรงพักร้าง พ่อข่มขืนลูกแท้ ลูกฆ่าพ่อแม่ 
32,ผู้กองทหารหื่นสั่งให้ลูกน้องผู้คุมคุก นำตัวนักโทษสาวเพิ่งเข้าใหม่มาเป็นทาสบำเรอกามบำบัดความเงี่ยน 
33,"ตำแหน่ง
นายกรัฐมนตรี
มีตำแหน่งเดียว
เลือกคนปกติปกครองคน

ขี้อยาก
ขี้ปล้น
ขี้หลง
ขี้ข้า
ขี้เลีย
ขี้ปลอม
ขี้เท็จ
ขี้ตู่
ขี้เกียจ
ขี้ลอก
ให้อะไรสังคม “ขี้”⁉
ได้จิตใจต่ำคนปกครอง
#8ปีประยุทธ์ #น้ำท่วม #ค่าไฟแพง #เมียสว #ทหารหื่น #Forex3D #โหนกระแส #กัญชาเสรี "
34,"ตำแหน่ง
นายกรัฐมนตรี
มีตำแหน่งเดียว
เลือกคนปกติปกครองคน

ขี้อยาก
ขี้ปล้น
ขี้หลง
ขี้ข้า
ขี้เลีย
ขี้ปลอม
ขี้เท็จ
ขี้ตู่
ขี้เกียจ
ขี้ลอก
ให้อะไรสังคม “ขี้”⁉
ได้จิตใจต่ำคนปกครอง
#8ปีประยุทธ์ #น้ำท่วม #ค่าไฟแพง #เมียสว #ทหารหื่น #Forex3D #โหนกระแส #กัญชาเสรี "
35,มหกรรม #คดีทุจริต #คดียาเสพติด #คดีสื่อเกี่ยวพันการเมือง #ผังททบ5 #คดีรุกป่า #บ่อนพนัน #กกตบัตรเขย่ง #สำนักพุทธ #ทัวร์ปลอม #ทหารกราดยิง #ทหารหื่น #คดีชนคนตาย #แตงโม #งบลับ #ไฟฟ้าแพง ไฟราคะร้อน #นายกเถื่อน #เมียสว #คดีกามปริญญ์ #ถุงมือยาง #โรงพักร้าง พ่อข่มขืนลูกแท้ ลูกฆ่าพ่อแม่ 
36,6⃣ cc: @johnwinyu @fuxsuxlux @sirotek @virotali @Noom_Kanchai @prachatai @redcurry1966 @RangsimanRome @MFPThailand #ส่องทวิตยามเช้า #เรื่องเล่าเช้านี้ #ข่าวช่อง3 #ทหารหื่น
37,"ภาคประชาชน จี้หยุดสองมาตรฐาน ยกคดีทหารคุกคามทางเพศ ขึ้นศาลทหารหวั่นล่าช้า-ช่วยเหลือกัน ย้ำต้องขึ้นศาลพลเรือน ตั้งกก.เอาคนนอกร่วมสอบ คืนความเป็นธรรมเหยื่อ พร้อมปฏิรูปทุกคดีที่เกี่ยวกับพลเรือน

อ่านข่าว : 

#เรื่องเล่าเช้านี้ #ข่าวช่อง3
#ข่าวสังคม #ทหารหื่น"
38,มหกรรม #คดีทุจริต #คดียาเสพติด #คดีสื่อเกี่ยวพันการเมือง #ผังททบ5 #คดีรุกป่า #บ่อนพนัน #กกตบัตรเขย่ง #สำนักพุทธ #ทัวร์ปลอม #ทหารกราดยิง #ทหารหื่น #คดีชนคนตาย #แตงโม #งบลับ #ไฟฟ้าแพง ไฟราคะร้อน #นายกเถื่อน #เมียสว #คดีกามปริญญ์ #ถุงมือยาง #โรงพักร้าง พ่อข่มขืนลูกแท้ ลูกฆ่าพ่อแม่ 
39,มันก็เป็นซะหยั๋งเงี๊ยะ #ทหารหื่น #ทหารขี้เงี่ยน 
40,"ทหารคลั่งยิงกันตายในค่าย รมว.กลาโหมไม่มีความเห็น  ทหารหื่น ข่มขืนทหารหญิง ผู้เสียหายหลายราย รมว.กลาโหมไม่มีความเห็น

น้ำท่วมระยอง รมว.กลาโหม สั่งการเข้าช่วยเหลือทันที พร้อมลงพื้นที่ เยี่ยมเยียนประชาชน ส่วน รมว.มหาดไทย ไม่มีความเห็น

ไม่มีใครรู้หน้าที่ตัวเองซักคน 

#กูด่าได้ป่าววะ"
41,ทำเหี้ยมาหลายวันพึ่งเผยชื่อ  #ทหารหื่น #ปฎิรูปกองทัพ
42,#ทหารหื่น ‍
43,"มูลนิธิเพื่อนหญิง ออกแถลงการณ์จี้ รมว.กลาโหม รณรงค์ทหาร ไม่ใช้ความรุนแรงในครอบครัว หลังมีกรณีทหารหื่น-ตบตีภรรยา 
@WassanaNanuam @armypr_news @prayutofficial @PMOC10 @thaigov1 @jomquan @thereportersth @pr_dms @PR_dmh #อิงฟ้ามาหาชน 
 ผ่าน @MatichonOnline"
44,ปฏิรูปองค์กรนี้ยากมาก นอกจาก Starlink ของ elon musk จะเป็นแบบ skynet ใน terminator อ่ะ #ทหารขี้เงี่ยน #ทหารหื่น #ทหารมีไว้ทําไม 
45,มูลนิธิเพื่อนหญิง ออกแถลงการณ์จี้ รมว.กลาโหม รณรงค์ทหาร ไม่ใช้ความรุนแรงในครอบครัว หลังมีกรณีทหารหื่น-ตบตีภรรยา 
46,มหกรรม #คดีทุจริต #คดียาเสพติด #คดีสื่อเกี่ยวพันการเมือง #ผังททบ5 #คดีรุกป่า #บ่อนพนัน #กกตบัตรเขย่ง #สำนักพุทธ #ทัวร์ปลอม #ทหารกราดยิง #ทหารหื่น #คดีชนคนตาย #แตงโม #งบลับ #ไฟฟ้าแพง ไฟราคะร้อน #นายกเถื่อน #เมียสว #คดีกามปริญญ์ #ถุงมือยาง #โรงพักร้าง พ่อข่มขืนลูกแท้ ลูกฆ่าพ่อแม่ 
47,"สรุปให้ออก  #ทหารหื่น
   ติดตาม  
#ข่าววันนี้ #ข่าวสด #ไม่ต้องมีวีไอพีก็ได้นะ "
48,@thaich8news ทำได้อย่างไงวะ. เป็นคนมียศศักดิ์ทำเสียสถาบัน ทหาร หื่นไม่หาเมีย ได้ไม่คุ้มเสียอับอายขายหน้า ว่าแล้วเชียว
49,"กองทัพบก ลงดาบ ปลดทหารหื่น ล่วงละเมิด พนักงานหญิงในหน่วย
#ทหารหื่น #ทหาร #กองทัพบก #อีจัน #EJanNews #ข่าว
"
50,#ผนงรจตกม #ทหารหื่น #โหนกระแส 
51,ใครมีคลิป มีรูปบ้าง #สิบเอก #ทหารหื่น  DM ส่งให้หน่อย 
52,มหกรรม #คดีทุจริต #คดียาเสพติด #คดีสื่อเกี่ยวพันการเมือง #ผังททบ5 #คดีรุกป่า #บ่อนพนัน #กกตบัตรเขย่ง #สำนักพุทธ #ทัวร์ปลอม #ทหารกราดยิง #ทหารหื่น #คดีชนคนตาย #แตงโม #งบลับ #ไฟฟ้าแพง ไฟราคะร้อน #นายกเถื่อน #เมียสว #คดีกามปริญญ์ #ถุงมือยาง #โรงพักร้าง พ่อข่มขืนลูกแท้ ลูกฆ่าพ่อแม่ 
53,มหกรรม #คดีทุจริต #คดียาเสพติด #คดีสื่อเกี่ยวพันการเมือง #ผังททบ5 #คดีรุกป่า #บ่อนพนัน #กกตบัตรเขย่ง #สำนักพุทธ #ทัวร์ปลอม #ทหารกราดยิง #ทหารหื่น #คดีชนคนตาย #แตงโม #งบลับ #ไฟฟ้าแพง ไฟราคะร้อน #นายกเถื่อน #เมียสว #คดีกามปริญญ์ #ถุงมือยาง #โรงพักร้าง พ่อข่มขืนลูกแท้ ลูกฆ่าพ่อแม่ 
54,"หืมมมมมมท่านรองคือมึงจะให้เรื่องเงียบ
แบบเฉยๆไม่ได้ ผู้หญิงเสียหาย
สุดท้ายกลายเป็นผิดซะงั้น
เอาเงินฟาดเก่งอีกแล้ว เงินภาษีประชาชนรึป่าว
#โหนกระแส
#ทหารหื่น 
#ปฏิรูปกองทัพ "
55,"ทหาร ไม่ต้องคิดมาปฏิวัติ ปฏิรูปใครเลย องค์กรมึงเน่าหนอนที่สุดละ องค์ที่ควรถูกปฏิรูปอันดับ1คือทหาร 
#ทหารหื่น"
56,"ตำแหน่ง
นายกรัฐมนตรี
มีตำแหน่งเดียว
เลือกคนปกติปกครองคน

ขี้อยาก
ขี้ปล้น
ขี้หลง
ขี้ข้า
ขี้เลีย
ขี้ปลอม
ขี้เท็จ
ขี้ตู่
ขี้เกียจ
ขี้ลอก
ให้อะไรสังคม “ขี้”⁉
ได้จิตใจต่ำคนปกครอง
#8ปีประยุทธ์ #น้ำท่วม #ค่าไฟแพง #เมียสว #ทหารหื่น #Forex3D #โหนกระแส #กัญชาเสรี "
57,ปลดทหารหื่นกามออกจากราชการแล้ว #คุกคามทางเพศ 
58,"""กองทัพบก"" มีคำสั่งปลด ""สิบเอกหื่น"" พ้นราชการ ชี้ผิดวินัยทหาร ประพฤติชั่วร้ายแรง
อ่านต่อที่&gt;&gt;
#siamrath #สยามรัฐ #siamrathonline #สยามรัฐออนไลน์ #ข่าววันนี้ #ข่าวการเมือง #การเมือง #กองทัพบก #ทหารหื่น"
59,"ให้ออกแล้ว!!! พ.อ.หญิง ศิริจันทร์ งาทอง รองโฆษกทบ. เผยสั่งปลดส.อ.กิตติศักดิ์ ดวงประสาท ที่ถูกกล่าวหาล่วงละเมิดทางเพศทหารและจนท. หลังกก.สรุปผลมีมูล
.
โดยก่อนเป็นข่าวผู้เสียหายระบุว่าร้องเรียนหลายครั้ง แต่ถูกอ้างความเป็นเด็กนายเป่าคดีให้ 
#ทหารหื่น 
#ปฏิรูปกองทัพ "
60,'เหยื่อทหารหื่น' ร้อง ผบ.ทบ. โดนต้นสังกัดซ้ำเติม ตั้ง กก. สอบทำเสื่อมเสีย 
61,"เหยื่อทหารหื่นบุกกองทัพบก ร้องขอความเป็นธรรม ผบ.ทบ. เหตุถูกคุกคามทางเพศ ซ้ำถูกตั้งคณะกรรมการสอบปล่อยภาพว่อนเน็ต ทำหน่วยเสื่อมเสีย เตรียมหาช่องร้องเรียน รมว.กลาโหม

อ่านต่อที่ 

#เหยื่อทหารหื่น #กันจองพลัง #กองทัพบก #TheRoom44 "
62,"อ่านรายละเอียด : 

#คดีพยายามข่มขืน #สิบเอกหื่นกาม #กันจอมพลัง #สิบเอกปล้ำธุรการสาว #พยายามข่มขืน

เหยื่อทหารหื่น ร้องขอความเป็นธรรม ผบ.ทบ.  ถูกคุกคามทางเพศ ซ้ำถูกตั้งคณะกรรมการสอบปล่อยภาพว่อนเน็ต ทำหน่วยเสื่อมเสีย เตรียมหาช่องร้องเรียน รมว.กลาโหม "
63,@MatichonOnline หน้าที่กลาโหมคืออะไร ไปจัดการเรื่องทหารยิงกันเอง ทหารหื่นนู่นไป
64," คำศัพท์ในข่าวคนมีสีช่วงนี้ครับ!! 

จ่าคลั่ง / ทหารหื่น/ สิบเอกบ้ากาม/ ส.ต.ท.หญิงโหด / ทหารรับใช้ /"
65,หนังโป๊ญี่ปุ่นทหารหื่นจับสาวนักโทษมาเย็ดริมหน้าผา 
66,"#ทหารคลั่ง
#ทหารหื่น ว่าไง? "
67,#โหนกระแส รอดูทหารหื่นและนายของพวกเขา ว่าจะมาแก้ตัวยังไง
68,ความที่ปลายุด เป็นคนที่ไม่เคยรับผิดชอบอะไรอยู่แล้ว ในฐานะที่เสร่อไปนั่งยิ้มโง่ๆที่กะลาโหมเรื่อง #ทหารคลั่ง #ทหารหื่น คงเงียบกริบ
69,เหี้ยๆๆๆจริงๆๆๆๆๆ ไอ้ประยุทธ์ดูลูกน้องมึงด้วย #ทหารหื่น #กองทัพบก 
70,"ตร.เอาผิด 4ข้อหา สิบเอกบุกบ้านสาว หวังย่ำยี เจ้าตัวปฏิเสธ ก่อนได้รับการปล่อยตัว
#ทหารหื่น 
"
71,"ก้านบัวบอกลึกตื้น ชลธาร 
ทหารหื่นบุกมาลวนลาม บอกกินข้าวหม้อเดียวกัน "
72,ฟังข่าวทหารหื่นแล้วเหนื่อยใจ ความโสมมมันอยู่หลังรั้วทหารมานานเท่าไรแล้ว ปิดหูปิดตากันหมด ทำเหมือนผู้หญิงในค่ายทหารเป็นเครื่องระบายอารมณ์ทางเพศ ทุเรศทุรัง
73,"""ใจเย็นๆ พี่น้องกัน กินข้าวหม้อเดียวกันมาแล้วทั้งนั้น""

""ใจเย็นๆ พี่น้องกัน กินข้าวหม้อเดียวกันมาแล้วทั้งนั้น""

""ใจเย็นๆ พี่น้องกัน กินข้าวหม้อเดียวกันมาแล้วทั้งนั้น""

""ใจเย็นๆ พี่น้องกัน กินข้าวหม้อเดียวกันมาแล้วทั้งนั้น""

#สิบตรีหื่น #ทหารหื่น "
74,"ไม่สบายใจ! “ทบ.” รับทหารหื่นคุกคามทางเพศทหารหญิง ยันต้นสังกัดกำลังสอบอยู่

#สยามรัฐ #สยามรัฐออนไลน์ #siamrath #siamrathonline #ข่าววันนี้"
