,Tweet
15,ชาวเน็ตเป็นโรคชอบแซะเนอะเห็นพลอยหอวังมาลงด่ารัฐบาลมีหลายขีบอกให้เค้าไปสะกิดพี่สาว เพื่อ? คนในครอบครัวเราสะกิดกันแทบตายบางทีมันก้เปลี่ยนไรไม่ได้อ่ะ ตอนนี้คือมันหมดยุคจะมาสะกิดกันละนะกูว่าใครไม่รู้ก็ปล่อยแม่งลอยไปเหอะบอกจนไม่รู้จะบอกไงละ
16,ไม่้คยฟอลไอจีพลอยหอวังเลย เพิ่งรู้ว่าคอลเอ้าท์มาตลอด เคยเห็นแว๊บๆในคลิปของพี่นุ่นนบลัก วันนี้เห็นคอมเม้นในโพสต์พี่ลูกกอล์ฟ ไปส่องสตอรี่คือด่ารบ. แชร์ข่าววัคซีนทั้งนั้น โอเค กดฟอล
17,พึ่งรู้ว่าพลอยหอวังด่าเทเลอร์ว่ากะหรี่
18,@nemo10915032 โอย ใจเย็นๆค่ะ ตอบมาแบบท่วมท้นขนาดนี้ยังไล่ตอบไม่หมดเลยค่ะ ถ้าคนมาด่าพ่อแม่ก็รับไม่ได้ค่ะ แต่พอดีว่ามีพ่อหนึ่งคน แม่หนึ่งคนอะค่ะ เหมือนที่คุณพลอยหอวังกล่าวว่าทุกคนมีแม่คนเดียวโกโก้อะค่ะ
19,@peh94585939 @199s_ กับพลอยหอวังที่เคยด่าเทย์ว่ามีผัวเยอะเหมือนกะหรี่นี่ไม่แปลกใจค่ะ น่าจะคนประเภทเดียวกันน่ะนะ
20,รักกกกความหมวยของเค้า เค้าอยู่ในโลกจักรวาลของพรี่ #crishorwang คุณพลอย #Nomoretear #fanficseries ชมพูเทาๆ #dark อีกหนึ่งต้นเรื่อง คริสหอวัง #หมวยมาก ยังมาน้อยๆอยู่ ยังไม่ถึงช่วงพีคของคุณเค้า  #nomoretear ficอ่านยาก เขียนยากกว่า อย่าด่าเลย สนุกกกก!!! 
21,ดูข่าวพลอยน้องคริสหอวังสัมภาษณ์กับทางนักข่าว คืออยากด่านักข่าวมาก คือเพื่อนสนิทเสียแล้วถามว่ารู้สึกยังไง ดีใจมั้งอีห่า นักข่าวควรรู้จักมรรยาทอะ
22,ด่าพลอยหอวังกันชิบหายเรื่องว่าเทเลอร์ว่ากะหรี่ แต่ตอนนี้มานั่งล้อเรื่องเทเลอร์อ้วนกัน จ้า
23,จะบอกว่า #TaylorSwift สตรองจะด่าไงก็ได้ คิดว่าไม่เสียใจหรอ ตอนโดนสื่อเล่นข่าวเรื่องอ้วน ท้องหรอ ยังคุยกับแฟนๆในเซสชั่นเรื่องนี้อยู่เลยค่ะ ว่าแค่น้ำหนักขึ้นก็โดนเล่นข่าวซะเยอะ เคยด่าหญิงแย้ว่าไง เคยว่าพลอยหอวังไว้ว่ายังไง โตแล้วยังคิดไม่ได้เลยหรอ
24,"ตัวอย่างก็มีให้เห็นแล้วนะ ตอน พลอยหอวัง 
เหยียดเขา ก็โดนด่ากลับ แฟร์ๆ #โตแล้วแรดได้"
25,แอนตี้แฟนนี่ก็พอกัน พลอยหอวังไม่ใช่คนแรกหรอกที่ด่าอิเทย์กะหรี่อะ นี่แบบ หล่อนนิยามคำว่ากะหรี่ยังไงไหนพูด
26,อ่อคนที่ด่าเทย์ว่ากะหรี่นี่พลอยหอวังหรอ ก็มองหน้าตั้งนาน จำได้แค่ชื่อแต่จำหน้าไม่ได้55555
27,พลอย หอวังนี้โชคดีตลอดเลยเวลานางไปอยู่ในข่าวด่าคนอื่นทีไร ไม่กี่อึดใจข่าวนางก็โดนกลบหมด สงสัยทำบุญมาดี #พลอยหอวัง #แอฟทักษอร
28,หลายผู้คนที่ด่าพลอยหอวังเรื่องเวิร์ดเฮิร์ทเมื่อวานก่อน คือคนที่ไปนั่งด่าไอจีคุณนักข่าวไปก่อนโดยไม่รู้ข้อเท็จจริง
29,[LIVE] #ข่าวเช้าช่องวัน  #ช่องวัน31 [ช่วงที่ 5]  – “พลอย หอวัง” โพสต์ IG ขอโทษ หลังด่า “Taylor Swift”... 
30,@NOtotheK ที่พลอยหอวังด่าเทยเลอร์ว่าเป็นกระ--จ้ะ แล้วก็มีคนไปด่าเหมารวมกะโอ๊ตปราโมทย์ด้วย
31,พลอย หอวัง ขอโทษพูดหยาบถึง เทเลอร์ สวิฟต์ วอนอย่าด่าลามครอบครัว - สนุกดอทคอม 
32,"“FCเทเลอร์”หยุดด่า”พลอย หอวัง”สุดเครียด!!โพสต์สำนึกผิดหลุดกะ_รี่

 "
33,พลอย หอวัง ขอโทษพูดหยาบถึง เทเลอร์ สวิฟต์ วอนอย่าด่าลามครอบครัว  
34,พลอย หอวัง ขอโทษพูดหยาบถึง เทเลอร์ สวิฟต์ วอนอย่าด่าลามครอบครัว #ข่าววันนี้ #ข่าวเด่น #ข่าวดัง #softnews 
35,พลอย หอวัง ขอโทษพูดหยาบถึง เทเลอร์ สวิฟต์ วอนอย่าด่าลามครอบครัว - สนุกดอทคอม 
36,เรื่องพลอยหอวังนี่ พอเข้าไปส่องไอจีพลอยแล้วตลกอะไรก็ไม่รู้อ่ะ ตลกทั้งคนที่เข้าไปให้กำลังใจ และคนที่เข้าไปด่า รู้สึกทุกอย่างย้อนแยงไปหมด
37,พลอย ขอโทษ ด่า! เทย์เลอร์ สวิฟต์ ว่าเป็นกะ...: โดนด่ากระหน่ำสุดๆ ในที่สุด พลอย หอวัง ออกมา… 
38,พลอย หอวัง ขอโทษพูดหยาบถึง เทเลอร์ สวิฟต์ วอนอย่าด่าลามครอบค...อ่านต่อ Sanook ข่าวประจำวัน  #thainewsdaily #ข่าวไทย
39,"พลอย หอวัง ขอโทษพูดหยาบถึง เทเลอร์ สวิฟต์ วอนอย่าด่าลามครอบครัว
 "
40,"""พลอย หอวัง ขอโทษพูดหยาบถึง เทเลอร์ สวิฟต์ วอนอย่าด่าลามครอบครัว"" "
41,"""พลอย หอวัง ขอโทษพูดหยาบถึง เทเลอร์ สวิฟต์ วอนอย่าด่าลามครอบครัว"" "
42,พลอย หอวัง ขอโทษพูดหยาบถึง เทเลอร์ สวิฟต์ วอนอย่าด่าลามครอบครัว 
43,"พลอย หอวัง โร่ขอโทษ หลังเจอด่ายับ เรียก เทเลอร์ สวิฟว่ากะหรee
 #ใต้เตียงดารา #ดาราเดลี่ #พลอยหอวัง #GMMTV #ช่องวัน31"
44,"พลอย หอวัง โร่ขอโทษ หลังเจอด่ายับ เรียก เทเลอร์ สวิฟว่า กะหรee
 #พลอยหอวัง #ต่ำตมไม่หยุด #รากนครา #หลงไฟ #เพลิงบุญ"
45,เห็นพลอยหอวังโดนด่า ก็มองอืม พลอยพูดแรงไป๊ สุดท้ายพลอยก็ออกมาขอโทษ คนก็ยังด่าหาว่าขอโทษไม่จริงใจอีก ป๊าดโธ่ แบบไหนถึงจะเรียกว่าจริงใจหล่ะนี่
46,พลอย หอวัง เธอลืมขอโทษใครไปรึป่าว ???? คนที่เธอด่าว่าเป็น.......หน่ะ . เธอควรแสดงความขอโทษออกมาบ้างสิ!!!!  ไม่ใช่แค่ขอโทษแค่คำพูดตัวเอง  
47,ขนาดไม่ชอบนางยังไม่ด่าด่าเเรงขนาดอ่ะ ยอมพลอยยเเง้ววว#พลอยหอวัง
48,"Top 3 Google Trend
2017-09-19 19:01:11
As Date 2017-09-19
1. เอมี่ อาเมเรีย จาคอป
2. คลิปด่าตำรวจ
3. พลอย หอวัง"
49,พลอยหอวังนางผิดจริงนะ แต่ในไอจีที่ไปด่านางคือแรงเกินอะ 
50,"Top 3 Google Trend
2017-09-19 18:01:12
As Date 2017-09-19
1. เอมี่ อาเมเรีย จาคอป
2. คลิปด่าตำรวจ
3. พลอย หอวัง"
51,กูชอบพลอยหอวังมากเลยนะ จนนางเล่นเกมละด่าเทย์ว่ากะหรี่กูแอนตี้เลย
52,"Top 3 Google Trend
2017-09-19 17:01:15
As Date 2017-09-19
1. เอมี่ อาเมเรีย จาคอป
2. คลิปด่าตำรวจ
3. พลอย หอวัง"
53,"พลอย หอวัง โร่ขอโทษ หลังเจอด่ายับ เรียก เทเลอร์ สวิฟว่า กะหรee
"
54,"Top 3 Google Trend
2017-09-19 16:01:13
As Date 2017-09-19
1. เอมี่ อาเมเรีย จาคอป
2. คลิปด่าตำรวจ
3. พลอย หอวัง"
55,พลอย หอวังนี่พึ่งออกแคมเปญของยิปโซไปเรื่องการด่าคนอื่นสนุกปาก พูดถึงเทเลอร์มีผัวเยอะเหมือนกะหรี่เฉยเลย -0-
56,เห็นคนคอมเม้นด่าพลอย หอวังนี่แบบ ...
57,"พลอย หอวัง รู้จักแฟนคลับ เทย์เลอร์ สวิฟต์ น้อยไป

พี่ไบรอันเคยเอารูป รถรถเทเลอร์ กับ รถซูซูกิ swift มาทวีต โดนด่ากระจายหาว่าล้อเลียนศิลปิน"
58,เรื่องพลอยหอวังนี่ถ้าอิเทรู้นางคงบับห๊ะ นังผญจากเมืองแห่งกรี่ประเทศโลกที่สาม ด่าชั้นว่าเป็นกรี่ นังคงแบบ ว๊อท!?! ช่างหล้า ถถถถ 
59,ต่ำตมไม่หยุด! “พลอย หอวัง” ร้องไห้เพราะถูกด่า ‘ไม่สวย’ แต่กลับด่าคนอื่น ‘กะxรี่’ กลางรายการ!! |  
60,พลอย หอวัง โร่ขอโทษ หลังเจอด่ายับ เรียก เทเลอร์
61,อ้าวที่ด่าเทย์ว่ากะหรี่นี่พลอยหอวังเหรอ นึกว่าพลอยเชอ5555555555
62,ไม่ชอบพลอย หอวัง มานานมากแล้ว เห็นแล้วรู้สึกว่านิสัยเค้ายังไงไม่รู้  จนมา ต่ำตมไม่หยุด ล่าสุด ด่า เทเลอร์ว่ากะหรี่ 555555 #ต่ำตมที่แท้ทรู
63,พวกแฟนคลับพลอยหอวังที่ออกมาบอกว่าไม่เป็นไร ไม่เห็นมีคำไหนที่ต้องขอโทษ... ขอโทษนะ คือในชีวิตจริงนี่เคยชินกับการด่าคนอื่นว่ากระหรี่หรอ ?? 
64,ขอบายพลอยหอวัง เรียกเทย์เลอร์สวิฟท์ ว่ากะหรี่  ด่าเทย์เทย์ว่ากะหรี่ ขึ้นสิคะ
65,"สมัยนี้ดาราสามารถเรียกคนอื่นว่า ""กะหรee"" ออกรายการแล้วเหรอ?  ด่าเทเลอร์สวิฟท์ว่ากะหรี่ พลอย หอวัง เธอไหวมั้ย"
66,ไอ้พวกที่ด่าพลอย หอวัง เบ้าหน้าก็ไม่ได้ดีไปกว่าเขาเลย ส่วนคนที่ด่าเล่นพ่อเล่นแม่พิชญ์ คุณก็ไม่ได้สูงส่งอะไร... 
67,คนที่ด่าพลอยหอวังว่าชีวิตนี้ดังเพราะพี่สาวก็รู้เลยนะคะว่าทำการบ้านมาดีแค่ไหน
68,บางคนก็อินหนักตามไปด่ายันไอจี มึงคะ พลอย หอวัง เค้าอยู่ในระดับไหนแล้ว สังคมเค้าสูงกว่าพวกมึงอีกค่ะ
69,ไม่เกี่ยวกับเรื่องด่านะ แต่เจอคนบอกว่าพลอยหอวังคือใคร ไม่รู้จัก เจ็บปวด Project Hไง สุดสัปดาห์อ่ะ สมัยนั้นเปรี้ยวซ่าสุดแล้ว #ต่ําตมไม่หยุด
70,"แล้วคนมาด่าแฟชั่นนาง คือไรอะ ยูดีกว่าเขาหรอ555555555 งั้นเค้าจะยกตำแหน่งfashion icon,fashionistaให้พลอย หอวังไหมล่ะคะ ตื่นๆสติ"
71,กูบอกแล้วว่าพลอยหอวังด่าพิชญ์ 5555555555555
72,จะด่าอะไรก็ได้ แต่จะบอกว่าพลอยหอวังไม่ดัง เกาะพี่คริสดังไม่ด้ายยย นี่ติ่ง H เอง นางเคยดังมาก เคนะ
73,เห้ยยยยเห็นคนไปด่าพลอยหอวังละแบบ สิทธิ์ของชาวเน็ตแค่ได้เสือกก็ถือว่าได้เยอะละนะ ละมีสิทธิ์อะไรไปด่าเค้า อย่าเด๋อดิ เกินไปๆ #ต่ําตมไม่หยุด
74,เห้ยยยย เห็นคนไปด่าพลอยหอวังละแบบ  สิทธิ์ของชาวเน็ตแค่ได้เสือกก็ถือว่าได้เยอะละนะ ละมีสิทธิ์อะไรไปด่าเค้า อย่าเด๋อดิ เกินไปๆ #ต่ำตมไม่หยุด
75,งงคนด่าพลอยหอวังว่าไม่ดังมาก เขาเป็นนักร้องมาก่อนมึง เปิดเพลงเขาฟังดู แม่มึงต้องเคยร้องให้ฟังบ้างแหละ555555
76,เด็กๆยุคหลังมานี่คงไม่รู้สินะว่าพลอย หอวังเค้าดังมาก่อน คริส หอวัง ไม่ได้เกาะพี่สาวเข้าวงการ จะด่าเค้าศึกษาข้อมูลมาก่อน #ต่ําตมไม่หยุด
77,อย่าด่าพลอยหอวัง ชั้นรักเค้าาา ฮื่อ
78,ติ่งโฟร์ก่อนจะลามไปด่าพลอยหอวังแบบลามปามหน้าตาเหยียดครอบครัวเค้าก็สตินิดนึงนะ ไม่งั้นก็จะ #ต่ำตมไม่หยุด อ่ะ รำคาญเว่อร์
79,พลอยหอวังนางไลค์เมนชั่นนี้นะคะ นางอาจจะด่าพิชญ์ก็ได้ #ต่ำตมไม่หยุด 
80,พิชญ์ แฟนเก่าโฟร์โพสแซะใคร? #ต่ำตมไม่หยุด โดยมีพลอย หอวังตามมาเม้น ผลคือชาวเน็ตรุมด่ายับ #ต่ําตมไม่หยุด... 
81,"พิชญ์ แฟนเก่าโฟร์โพสแซะใคร? #ต่ำตมไม่หยุด โดยมีพลอย หอวังตามมาเม้น ผลคือชาวเน็ตรุมด่ายับ #ต่ําตมไม่หยุด
 "
82,"พิชญ์ แฟนเก่าโฟร์โพสแซะใคร? #ต่ำตมไม่หยุด โดยมีพลอย หอวังตามมาเม้น ผลคือชาวเน็ตรุมด่ายับ
 "
83,กูว่าพลอย หอวังโดนด่าฟรีอ่ะ #ต่ำตมไม่หยุด
84,@earntrbl แล้วในรายการที่โฟร์ไปออกคือไม่ได้ด่าพิชญ์เลยนะ นางก็บอกว่าก็ดีอะ แต่ติดที่เรื่องนอกใจอะ แต่ดูตากทวีตนี่ก็ว่าพลอยหอวังก็คงไม่เบา
85,@fordder แล้วพลอยหอวังก็ออกมาแขวะต่อทวิตพิชญ์ แฟนๆโฟร์เห็นเลยเหมือนเริ่มติดแท็กตาม ด่าฝ่ายชาย ร่วมถึงที่เพื่อนโฟร์ออกมาโพส ig แฉเบาๆ (จบ)
86,พลอย หอวัง ควรนั่งสวยๆรวยๆอยู่บนหิ้งเฉยๆอะค่ะ ลดตัวลงมาทำอะไรแบบนี้ สมควรแล้วที่โดนด่า #ต่ำตมไม่หยุด
87,เล่าให้แม่ฟังเรื่องพี่พลอยหอวังตอบเมนชั่น แม่บอกว่าไม่โดนเค้าด่าก็ดี555
88,เวลา โอ๊ต ปราโมทย์ คุยกับพลอย หอวัง แล้วรู้สึกเสียวๆ เหมือนโดนด่าไปด้วย ชื่อมันโหลลลล
89,"""พลอย หอวัง"" Live ฮาๆ ด่า ""โอ๊ต ปราโมทย์"" ตอกกลับฝรั่งเม้นเกรียน "
90,"สงสารพลอย หอวัง เวลาโดนเพื่อนผู้ชายรุมด่า เกลียดการโดนด่าว่า ""ต้องการมีตัวตนหรอพลอยย"" เจ็บจี๊ดดดด  55555"
91,"อ่ะๆๆเผื่อใครยังด่าเรื่องหลายเมน....มีสามคนนะ บี น้ำทิพย์, พลอย หอวัง, นัฐลี ดูเชียง "
92,พลอยหอวัง ชมอาลิส แต่คนในทวิต เหม็นหี และด่านางอยู่คือ ? ฮ่าๆๆๆๆ #TheBachelorThailand
93,นั่งดูพลอยไดอารี่ของพลอยหอวัง เห็นพลอยกับพิชเค้าคุยกันกูมึงวะเว้ยด่ากันเสือก เออ แต่ก็รักกัน น่ารักดีหว่ะ 5555
94,ประเด็นพลอยหอวังคือแบบ คนไทยด้วยกันทำไมต้องซ้ำเติมนางวะ นางก็ลืมคิดไงว่ามันเซ้นซิทีฟแล้วก็ลบรูปไปแล้วขอโทษแล้วแต่ก็ยังมีคนตามด่าอีกอ่ะ
95,ภาษาอังกฤษคนเขมรที่ด่าพลอย หอวังนี่ก็เลิศนะ
96,สุดสัปดาห์นี้มีดราม่า 1. แก๊งฮอร์โมนเต้นบนรถไฟญี่ปุ่น+ปันปันปกป้อง 2. ญาญ่าโหนราวรถไฟญี่ปุ่น 3. พลอยหอวังแต่งชุดล้อเขมร 4. ดีเจภูมิด่าคนจน
97,ณ ตรงนี้ สงสารพลอย หอวังสุด ฝั่งนั้นมีแท็กคริสหอมาด่าด้วย
98,พลอยหอวังโดนด่าแรงมาก แต่ก็ไม่ควรจริงๆ
99,อ่านที่คนกัมพูชามาโพสด่าพลอยหอวังแล้วอื้อหือออ เหตุผลชัดเจน ก็เข้าใจเค้านะ
100,#รีล่า กูเจ็บแทนพลอย หอวัง พูดจริง นางด่าได้แรงมากกกกก ผมนิน้ำตาไหลเลยครัช 
101,แต่สงสารพลอย หอวังนะ โดนด่าแบบยับมากก
102,การเข้าไปดู IG คนเขมรที่ด่าพลอย หอวัง ทำให้รู้ว่า เค้าเก่งภาษาอังกฤษกันมาก #จบ
103,"นก(ฉัตรชัย,สินใจ)/พลอยเฌอมาลย์/คริสหอวัง/โก๊ะตี๋/แท็ควรัญญู/ขวัญอุษามณี/เชอรี่เขมอักษร/เบนซ์พรชิตา ด่า รบ.สร้างเขื่อนฯทำลายชาติเทียบสัตว์นรก"
104,@poiilyha ด่าไอ้เหมาที่มัน cc พลอย หอวังไป
105,RT @mooAomm_Ncn @Meaningfully ว๊ายรูปใหม่สวยนะคะ มีนหอพักแข่งกะพลอยหอวัง5555 // โหหหห ขนาดนี้ด่าเหี้ยเหอะ o_O
106,@mayjaez เห้ยเรานาด่าพลอยหอวังเป็นสก๊อยวะ นางนี่กล้ามากกก555555
